book_title,goodreads_id,isbn,isbn13,asin,image_url,publication_year,publication_month,publication_day,publisher,language_code,description,work,num_pages,format,url,link,authors,series_works
Life,9439303,0297854399,9780297854395,"",http://d.gr-assets.com/books/1327960451m/9439303.jpg,2010,10,26,Weidenfeld & Nicolson,en-GB,"With the Rolling Stones, Keith Richards created the riffs, the lyrics and the songs that roused the world, and over four decades he lived the original rock and roll life. Now, at last, the man himself tells us the story of life in the crossfire hurricane.","#<Hashie::Mash best_book_id=9439303 books_count=52 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=7194653 id=14323907 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2009 original_title=""Life"" rating_dist=""5:14766|4:18348|3:11276|2:3528|1:1804|total:49722"" ratings_count=49722 ratings_sum=189910 reviews_count=96760 text_reviews_count=3661>",564,Hardcover,http://www.goodreads.com/book/show/9439303-life,http://www.goodreads.com/book/show/9439303-life,,
The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,905,0679778314,9780679778318,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,5,27,Random House Trade Paperbacks,,"The Inner Game of Tennis is a revolutionary program for overcoming the self-doubt, nervousness, and lapses of concentration that can keep a player from winning. Now available in a revised paperback edition, this classic bestseller can change the way the game of tennis is played.","#<Hashie::Mash best_book_id=905 books_count=23 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-51 id=5127 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=1 original_publication_year=1974 original_title=""The Inner Game of Tennis"" rating_dist=""5:1080|4:874|3:406|2:80|1:21|total:2461"" ratings_count=2461 ratings_sum=10295 reviews_count=4914 text_reviews_count=239>",134,Paperback,http://www.goodreads.com/book/show/905.The_Inner_Game_of_Tennis,http://www.goodreads.com/book/show/905.The_Inner_Game_of_Tennis,"[""W. Timothy Gallwey"", ""Zach Kleinman"", ""Pete Carroll""]","
Mindset: The New Psychology of Success,40745,1400062756,9781400062751,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,2,28,Random House,en-US,"<strong>World-renowned Stanford University psychologist Carol Dweck, in decades of research on achievement and success, has discovered a truly groundbreaking idea—the power of our mindset.</strong><br>  <br> Dweck explains why it’s not just our abilities and talent that bring us success—but whether we approach them with a fixed or growth mindset. She makes clear why praising intelligence and ability doesn’t foster self-esteem and lead to accomplishment, but may actually jeopardize success. With the right mindset, we can motivate our kids and help them to raise their grades, as well as reach our own goals—personal and professional. Dweck reveals what all great parents, teachers, CEOs, and athletes already know: how a simple idea about the brain can create a love of learning and a resilience that is the basis of great accomplishment in every area.<br>  <br><strong>Praise for <em>Mindset</em></strong><br>  <br> “Everyone should read this book.”<strong>—Chip and Dan Heath, authors of <em>Switch</em> and <em>Made to Stick</em></strong><br>  <br> “Will prove to be one of the most influential books ever about motivation.”<strong>—Po Bronson, author of <em>NurtureShock</em></strong><br>  <br> “A good book is one whose advice you believe. A great book is one whose advice you follow. I have found Carol Dweck’s work on mindsets invaluable in my own life, and even life-changing in my attitudes toward the challenges that, over the years, become more demanding rather than less. This is a book that can change your life, as its ideas have changed mine.”<strong>—Robert J. Sternberg, IBM Professor of Education and Psychology at Yale University, director of the PACE Center of Yale University, and author of <em>Successful Intelligence</em></strong><br>  <br> “If you manage any people or if you are a parent (which is a form of managing people), drop everything and read <em>Mindset</em>.”<strong>—Guy Kawasaki, author of <em>The Art of the Start </em>and the blog How to Change the World</strong><br>  <br> “Highly recommended . . . an essential read for parents, teachers [and] coaches . . . as well as for those who would like to increase their own feelings of success and fulfillment.”<strong><em>—Library Journal </em>(starred review)</strong><br>  <br> “A serious, practical book. Dweck’s overall assertion that rigid thinking benefits no one, least of all yourself, and that a change of mind is always possible, is welcome.”<strong><em>—Publishers Weekly</em></strong><br>  <br> “A wonderfully elegant idea . . . It is a great book.”<strong>—Edward M. Hallowell, M.D., author of <em>Delivered from Distraction</em></strong>","#<Hashie::Mash best_book_id=40745 books_count=25 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-51 id=40330 media_type=""book"" original_language_id=nil original_publication_day=28 original_publication_month=2 original_publication_year=2006 original_title=""Mindset: The New Psychology of Success"" rating_dist=""5:5908|4:5666|3:3157|2:847|1:267|total:15845"" ratings_count=15845 ratings_sum=63636 reviews_count=38783 text_reviews_count=1879>",276,Hardcover,http://www.goodreads.com/book/show/40745.Mindset,http://www.goodreads.com/book/show/40745.Mindset,,
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",1215032,0756404738,9780756404734,"",http://d.gr-assets.com/books/1297311431m/1215032.jpg,2011,3,1,DAW Books,eng,"“<em>There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.</em>”<br>My name is Kvothe.<br>I have stolen princesses back from sleeping barrow kings. I burned down the town of Trehon. I have spent the night with Felurian and left with both my sanity and my life. I was expelled from the University at a younger age than most people are allowed in. I tread paths by moonlight that others fear to speak of during day. I have talked to Gods, loved women, and written songs that make the minstrels weep.<br>You may have heard of me.<br><br>So begins the tale of a hero told from his own point of view — a story unequaled in fantasy literature. Now in <em>The Wise Man's Fear</em>, an escalating rivalry with a powerful member of the nobility forces Kvothe to leave the University and seek his fortune abroad. Adrift, penniless, and alone, he travels to Vintas, where he quickly becomes entangled in the politics of courtly society. While attempting to curry favor with a powerful noble, Kvothe uncovers an assassination attempt, comes into conflict with a rival arcanist, and leads a group of mercenaries into the wild, in an attempt to solve the mystery of who (or what) is waylaying travelers on the King's Road.<br><br>All the while, Kvothe searches for answers, attempting to uncover the truth about the mysterious Amyr, the Chandrian, and the death of his parents. Along the way, Kvothe is put ﻿on trial by the legendary Adem mercenaries, is forced to reclaim the honor of the Edema Ruh, and travels into the Fae realm. There he meets Felurian, the faerie woman no man can resist, and who no man has ever survived...until Kvothe.<br><br>In <em>The Wise Man's Fear</em>, Kvothe takes his first steps on the path of the hero and learns how difficult life can be when a man becomes a legend in his own time.<br><br>","#<Hashie::Mash best_book_id=1215032 books_count=76 default_chaptering_book_id=1215032 default_description_language_code=nil desc_user_id=32641781 id=2502882 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=3 original_publication_year=2011 original_title=""The Wise Man's Fear"" rating_dist=""5:124717|4:44339|3:12376|2:2741|1:998|total:185171"" ratings_count=185171 ratings_sum=844549 reviews_count=244615 text_reviews_count=10771>",994,Hardcover,http://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,http://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,,
How to Win Friends and Influence People,4865,0671027034,9780671027032,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,10,1,Gallery Books,eng,"You can go after the job you want...and get it! You can take the job you have...and improve it! You can take any situation you're in...and make it work for you!<br><br>Since its release in 1936, <em>How to Win Friends and Influence People </em>has sold more than 15 million copies. Dale Carnegie's first book is a timeless bestseller, packed with rock-solid advice that has carried thousands of now famous people up the ladder of success in their business and personal lives.<br><br>As relevant as ever before, Dale Carnegie's principles endure, and will help you achieve your maximum potential in the complex and competitive modern age.<br><br>Learn the six ways to make people like you, the twelve ways to win people to your way of thinking, and the nine ways to change people without arousing resentment.","#<Hashie::Mash best_book_id=4865 books_count=248 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=28668574 id=2370171 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1936 original_title=""How to Win Friends and Influence People"" rating_dist=""5:80031|4:59311|3:34759|2:10014|1:4472|total:188587"" ratings_count=188587 ratings_sum=766176 reviews_count=360456 text_reviews_count=5030>",288,Paperback,http://www.goodreads.com/book/show/4865.How_to_Win_Friends_and_Influence_People,http://www.goodreads.com/book/show/4865.How_to_Win_Friends_and_Influence_People,,
"Legion (Legion, #1)",13452375,1596064854,9781596064850,"",http://d.gr-assets.com/books/1338512017m/13452375.jpg,2012,8,31,Subterranean Press,eng,"""Stephen Leeds, AKA 'Legion,' is a man whose unique mental condition allows him to generate a multitude of personae: hallucinatory entities with a wide variety of personal characteristics and a vast array of highly specialized skills. As the story begins, Leeds and his 'aspects' are drawn into the search for the missing Balubal Razon, inventor of a camera whose astonishing properties could alter our understanding of human history and change the very structure of society""--From publisher descriptio","#<Hashie::Mash best_book_id=13452375 books_count=12 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=2075644 id=18978261 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2012 original_title=""Legion"" rating_dist=""5:5984|4:7276|3:2939|2:429|1:131|total:16759"" ratings_count=16759 ratings_sum=68830 reviews_count=27414 text_reviews_count=1698>",88,Hardcover,http://www.goodreads.com/book/show/13452375-legion,http://www.goodreads.com/book/show/13452375-legion,,
Quiet: The Power of Introverts in a World That Can't Stop Talking,8520610,0307352145,9780307352149,"",http://d.gr-assets.com/books/1328562861m/8520610.jpg,2012,1,24,Crown,eng,"At least one-third of the people we know are introverts. They are the ones who prefer listening to speaking, reading to partying; who innovate and create but dislike self-promotion; who favor working on their own over brainstorming in teams. Although they are often labeled ""quiet,"" it is to introverts that we owe many of the great contributions to society--from van Gogh’s sunflowers to the invention of the personal computer.<br><br>Passionately argued, impressively researched, and filled with indelible stories of real people, <em>Quiet </em>shows how dramatically we undervalue introverts, and how much we lose in doing so. Taking the reader on a journey from Dale Carnegie’s birthplace to Harvard Business School, from a Tony Robbins seminar to an evangelical megachurch, Susan Cain charts the rise of the Extrovert Ideal in the twentieth century and explores its far-reaching effects. She talks to Asian-American students who feel alienated from the brash, backslapping atmosphere of American schools. She questions the dominant values of American business culture, where forced collaboration can stand in the way of innovation, and where the leadership potential of introverts is often overlooked. And she draws on cutting-edge research in psychology and neuroscience to reveal the surprising differences between extroverts and introverts.<br><br>Perhaps most inspiring, she introduces us to successful introverts--from a witty, high-octane public speaker who recharges in solitude after his talks, to a record-breaking salesman who quietly taps into the power of questions. Finally, she offers invaluable advice on everything from how to better negotiate differences in introvert-extrovert relationships to how to empower an introverted child to when it makes sense to be a ""pretend extrovert.""<br><br>This extraordinary book has the power to permanently change how we see introverts and, equally important, how introverts see themselves.","#<Hashie::Mash best_book_id=8520610 books_count=58 default_chaptering_book_id=8520610 default_description_language_code=nil desc_user_id=71171 id=13387396 media_type=""book"" original_language_id=nil original_publication_day=24 original_publication_month=1 original_publication_year=2012 original_title=""Quiet: The Power of Introverts in a World that Can't Stop Talking"" rating_dist=""5:54381|4:54816|3:27718|2:7191|1:3745|total:147851"" ratings_count=147851 ratings_sum=592450 reviews_count=391546 text_reviews_count=12997>",352,Hardcover,http://www.goodreads.com/book/show/8520610-quiet,http://www.goodreads.com/book/show/8520610-quiet,,
Benjamin Franklin: An American Life,10883,074325807X,9780743258074,"",http://d.gr-assets.com/books/1397772877m/10883.jpg,2004,6,1,Simon & Schuster,eng,"Benjamin Franklin is the Founding Father who winks at us. An ambitious urban entrepreneur who rose up the social ladder, from leather-aproned shopkeeper to dining with kings, he seems made of flesh rather than of marble. In bestselling author Walter Isaacson's vivid and witty full-scale biography, we discover why Franklin seems to turn to us from history's stage with eyes that twinkle from behind his new-fangled spectacles. By bringing Franklin to life, Isaacson shows how he helped to define both his own time and ours. <p> He was, during his 84-year life, America's best scientist, inventor, diplomat, writer, and business strategist, and he was also one of its most practical -- though not most profound -- political thinkers. He proved by flying a kite that lightning was electricity, and he invented a rod to tame it. He sought practical ways to make stoves less smoky and commonwealths less corrupt. He organized neighborhood constabularies and international alliances, local lending libraries and national legislatures. He combined two types of lenses to create bifocals and two concepts of representation to foster the nation's federal compromise. He was the only man who shaped all the founding documents of America: the Albany Plan of Union, the Declaration of Independence, the treaty of alliance with France, the peace treaty with England, and the Constitution. And he helped invent America's unique style of homespun humor, democratic values, and philosophical pragmatism. </p><p> But the most interesting thing that Franklin invented, and continually reinvented, was himself. America's first great publicist, he was, in his life and in his writings, consciously trying to create a new American archetype. In the process, he carefully crafted his own persona, portrayed it in public, and polished it for posterity. </p><p> Through it all, he trusted the hearts and minds of his fellow ""leather-aprons"" more than he did those of any inbred elite. He saw middle-class values as a source of social strength, not as something to be derided. His guiding principle was a ""dislike of everything that tended to debase the spirit of the common people."" Few of his fellow founders felt this comfort with democracy so fully, and none so intuitively. </p><p> In this colorful and intimate narrative, Isaacson provides the full sweep of Franklin's amazing life, from his days as a runaway printer to his triumphs as a statesman, scientist, and Founding Father. He chronicles Franklin's tumultuous relationship with his illegitimate son and grandson, his practical marriage, and his flirtations with the ladies of Paris. He also shows how Franklin helped to create the American character and why he has a particular resonance in the twenty-first century.</p>","#<Hashie::Mash best_book_id=10883 books_count=23 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-30 id=750514 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2003 original_title=""Benjamin Franklin: An American Life"" rating_dist=""5:15388|4:16622|3:8758|2:2121|1:1793|total:44682"" ratings_count=44682 ratings_sum=175737 reviews_count=124498 text_reviews_count=1035>",586,Paperback,http://www.goodreads.com/book/show/10883.Benjamin_Franklin,http://www.goodreads.com/book/show/10883.Benjamin_Franklin,,
A Short History of Progress,331227,0786715472,9780786715473,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,3,17,Da Capo Press,eng,"Each time history repeats itself, the cost goes up. The twentieth century—a time of unprecedented progress—has produced a tremendous strain on the very elements that comprise life itself: This raises the key question of the twenty-first century: How much longer can this go on? With wit and erudition, Ronald Wright lays out a-convincing case that history has always provided an answer, whether we care to notice or not. From Neanderthal man to the Sumerians to the Roman Empire, A Short History of Progress dissects the cyclical nature of humanity's development and demise, the 10,000-year old experiment that we've unleashed but have yet to control. It is Wright's contention that only by understanding and ultimately breaking from the patterns of progress and disaster that humanity has repeated around the world since the Stone Age can we avoid the onset of a new Dark Age. Wright illustrates how various cultures throughout history have literally manufactured their own end by producing an overabundance of innovation and stripping bare the very elements that allowed them to initially advance. Wright's book is brilliant; a fascinating rumination on the hubris at the heart of human development and the pitfalls we still may have time to avoid.","#<Hashie::Mash best_book_id=331227 books_count=23 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=3615356 id=321797 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2004 original_title=""A Short History of Progress"" rating_dist=""5:876|4:961|3:412|2:80|1:24|total:2353"" ratings_count=2353 ratings_sum=9644 reviews_count=5559 text_reviews_count=217>",224,Paperback,http://www.goodreads.com/book/show/331227.A_Short_History_of_Progress,http://www.goodreads.com/book/show/331227.A_Short_History_of_Progress,,
The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,96884,0465028020,9780465028023,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,12,26,Basic Books,eng,"In his widely praised book, award-winning psychologist Jonathan Haidt examines the world’s philosophical wisdom through the lens of psychological science, showing how a deeper understanding of enduring maxims-like Do unto others as you would have others do unto you, or What doesn’t kill you makes you stronger-can enrich and even transform our lives.","#<Hashie::Mash best_book_id=96884 books_count=24 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=nil id=3587 media_type=""book"" original_language_id=nil original_publication_day=26 original_publication_month=12 original_publication_year=2005 original_title=""The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom"" rating_dist=""5:3892|4:3359|3:1659|2:405|1:149|total:9464"" ratings_count=9464 ratings_sum=38832 reviews_count=26089 text_reviews_count=668>",297,Paperback,http://www.goodreads.com/book/show/96884.The_Happiness_Hypothesis,http://www.goodreads.com/book/show/96884.The_Happiness_Hypothesis,,
"Life, on the Line: A Chef's Story of Chasing Greatness, Facing Death, and Redefining the Way We Eat",8667490,1592406017,9781592406012,"",http://d.gr-assets.com/books/1298005883m/8667490.jpg,2011,3,3,Gotham,,"<strong>""One of America's great chefs"" (<em>Vogue</em>) shares how his drive to cook immaculate food won him international renown-and fueled his miraculous triumph over tongue cancer.</strong> <br><br> In 2007, chef Grant Achatz seemingly had it made. He had been named one of the best new chefs in America by <em>Food &amp; Wine</em> in 2002, received the James Beard Foundation Rising Star Chef of the Year Award in 2003, and in 2005 he and Nick Kokonas opened the conceptually radical restaurant Alinea, which was named Best Restaurant in America by <em>Gourmet</em> magazine. Then, positioned firmly in the world's culinary spotlight, Achatz was diagnosed with stage IV squamous cell carcinoma-tongue cancer. <br><br> The prognosis was grim, and doctors agreed the only course of action was to remove the cancerous tissue, which included his entire tongue. Desperate to preserve his quality of life, Grant undertook an alternative treatment of aggressive chemotherapy and radiation. But the choice came at a cost. Skin peeled from the inside of Grant's mouth and throat, he rapidly lost weight, and most alarmingly, he lost his sense of taste. Tapping into the discipline, passion, and focus of being a chef, Grant rarely missed a day of work. He trained his chefs to mimic his palate and learned how to cook with his other senses. As Kokonas was able to attest: The food was never better. Five months later, Grant was declared cancer-free, and just a few months following, he received the James Beard Foundation Outstanding Chef in America Award.  <br><br><em>Life, on the Line</em> tells the story of a culinary trailblazer's love affair with cooking, but it is also a book about survival, about nurturing creativity, and about profound friendship. Already much- anticipated by followers of progressive cuisine, Grant and Nick's gripping narrative is filled with stories from the world's most renowned kitchens-The French Laundry, Charlie Trotter's, el Bulli- and sure to expand the audience that made <em>Alinea</em> the number-one selling restaurant cookbook in America last year.","#<Hashie::Mash best_book_id=8667490 books_count=11 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=603238 id=13539257 media_type=""book"" original_language_id=nil original_publication_day=26 original_publication_month=1 original_publication_year=2011 original_title=""Life, on the Line: A Chef's Story of Chasing Greatness, Facing Death, and Redefining the Way We Eat"" rating_dist=""5:1138|4:1291|3:657|2:125|1:36|total:3247"" ratings_count=3247 ratings_sum=13111 reviews_count=7236 text_reviews_count=425>",400,Hardcover,http://www.goodreads.com/book/show/8667490-life-on-the-line,http://www.goodreads.com/book/show/8667490-life-on-the-line,"[""Grant Achatz"", ""Nick Kokonas""]","
The Art of Seduction,20995,1861977697,9781861977694,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,,,Penguin,eng,"The season's most talked-about all-purpose personal strategy guide  and philosophical compendium,"" said Newsweek of <strong>Robert Greene's</strong> bold, elegant,  and ingenious manual of modern manipulation, <em>The 48 Laws of Power</em>. Now  Greene has once again mined history and literature to distill the essence of  seduction, the most highly refined mode of influence, the ultimate power  trip.<br><br><em>The Art of Seduction</em> is a masterful synthesis of the work of thinkers  such as Freud, Ovid, Kierkegaard, and Einstein, as well as the achievements of  the greatest seducers throughout history. From Cleopatra to John F. Kennedy,  from Andy Warhol to Josephine Bonaparte, <em>The Art of Seduction</em> gets to the  heart of the character of the seducer and his or her tactics, triumphs and  failures. The seducer's many faces include: the Siren, the Rake, the Ideal  Lover, the Dandy, the Natural, the Coquette, the Charmer, and the Charismatic.  Twenty-four maneuvers will guide readers through the seduction process,  providing cunning, amoral instructions for and analysis of this fascinating,  all-pervasive form of power. Just as beautifully packaged and every bit as  essential as <em>The 48 Laws of Power</em>, <em>The Art of Seduction</em> is an  indispensable primer of persuasion and offers the best lessons on how to take  what you want from whomever you want or how to prevent yourself from being  taken.","#<Hashie::Mash best_book_id=20995 books_count=29 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=nil id=912908 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=1 original_publication_year=2001 original_title=""Art of Seduction"" rating_dist=""5:3190|4:2502|3:1523|2:440|1:180|total:7835"" ratings_count=7835 ratings_sum=31587 reviews_count=19755 text_reviews_count=529>",466,Paperback,http://www.goodreads.com/book/show/20995.The_Art_of_Seduction,http://www.goodreads.com/book/show/20995.The_Art_of_Seduction,,
Wild: From Lost to Found on the Pacific Crest Trail,12262741,0307592731,9780307592736,"",http://d.gr-assets.com/books/1354159655m/12262741.jpg,2012,3,20,Knopf,eng,"#1 NATIONAL BESTSELLER, SOON TO BE A MAJOR MOTION PICTURE.<br>At twenty-two, Cheryl Strayed thought she had lost everything.  In the wake of her mother’s death, her family scattered and her own marriage was soon destroyed.  Four years later, with nothing more to lose, she made the most impulsive decision of her life.  With no experience or training, driven only by blind will, she would hike more than a thousand miles of the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State — and she would do it alone.<br>Told with suspense and style, sparkling with warmth and humor, <em>Wild</em> powerfully captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddened, strengthened, and ultimately healed her.","#<Hashie::Mash best_book_id=12262741 books_count=78 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=541416 id=17237712 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2012 original_title=""Wild: From Lost to Found on the Pacific Crest Trail "" rating_dist=""5:80396|4:104603|3:54759|2:14218|1:4895|total:258871"" ratings_count=258871 ratings_sum=1018000 reviews_count=454316 text_reviews_count=27778>",336,Hardcover,http://www.goodreads.com/book/show/12262741-wild,http://www.goodreads.com/book/show/12262741-wild,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,36072,0743269519,9780743269513,"",http://d.gr-assets.com/books/1421842784m/36072.jpg,2004,11,9,Free Press,en-US,"In <em>The 7 Habits of Highly Effective People,</em> author Stephen R. Covey presents a holistic, integrated, principle-centered approach for solving personal and professional problems. With penetrating insights and pointed anecdotes, Covey reveals a step-by-step pathway for living with fairness, integrity, service, and human dignity -- principles that give us the security to adapt to change and the wisdom and power to take advantage of the opportunities that change creates.","#<Hashie::Mash best_book_id=36072 books_count=190 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=2151529 id=6277 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1989 original_title=""The 7 Habits of Highly Effective People"" rating_dist=""5:80636|4:72060|3:44067|2:12637|1:6195|total:215595"" ratings_count=215595 ratings_sum=855090 reviews_count=392188 text_reviews_count=4360>",372,Paperback,http://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,http://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,,
The Wind-Up Bird Chronicle,11275,0965341984,9780965341981,"",http://d.gr-assets.com/books/1327872639m/11275.jpg,1997,,,Knopf,eng,"Japan's most highly regarded novelist now vaults into the first ranks of international fiction writers with this heroically imaginative novel, which is at once a detective story, an account of a disintegrating marriage, and an excavation of the buried secrets of World War II.<br><br>In a Tokyo suburb a young man named Toru Okada searches for his wife's missing cat. Soon he finds himself looking for his wife as well in a netherworld that lies beneath the placid surface of Tokyo. As these searches intersect, Okada encounters a bizarre group of allies and antagonists: a psychic prostitute; a malevolent yet mediagenic politician; a cheerfully morbid sixteen-year-old-girl; and an aging war veteran who has been permanently changed by the hideous things he witnessed during Japan's forgotten campaign in Manchuria.<br><br>Gripping, prophetic, suffused with comedy and menace, <em>The Wind-Up Bird Chronicle</em> is a tour de force equal in scope to the masterpieces of Mishima and Pynchon.<br><br>Three books in one volume: The Thieving Magpie, Bird as Prophet, The Birdcatcher. This translation by Jay Rubin is in collaboration with the author.","#<Hashie::Mash best_book_id=11275 books_count=99 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=6395973 id=2531376 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1994 original_title=""ねじまき鳥クロニクル, Nejimakidori kuronikuru"" rating_dist=""5:53384|4:43894|3:17915|2:4671|1:1549|total:121413"" ratings_count=121413 ratings_sum=507132 reviews_count=211875 text_reviews_count=8419>",607,Paperback,http://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,http://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,"[""Haruki Murakami"", ""Jay Rubin""]","#<Hashie::Mash series_work=#<Hashie::Mash id=""722304"" series=#<Hashie::Mash description=""\n\n    <b>ねじまき鳥クロニクル</b> (or <b>The Wind-Up Bird Chronicle</b> in English) is a novel by Haruki Murakami, first published in three volumes in Japanese in 1994–1995. Many translations of this novel have been published as one volume.\n\n"" id=""143870"" note=""\n\n\n"" numbered=""true"" primary_work_count=""3"" series_works_count=""6"" title=""\n\n    ねじまき鳥クロニクル\n\n""> user_position=""1-3"">>"
"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",12605157,0307951529,9780307951526,"",http://d.gr-assets.com/books/1345666854m/12605157.jpg,2012,5,8,Crown Business,eng,"In <em><strong>The $100 Startup</strong>, </em>Chris Guillebeau shows you how to lead a life of adventure, meaning and purpose – <em>and </em>earn a good living.<br>  <br> Still in his early thirties, Chris is on the verge of completing a tour of every country on earth – he’s already visited more than 175 nations – and yet he’s never held a “real job” or earned a regular paycheck.  Rather, he has a special genius for turning ideas into income, and he uses what he earns both to support his life of adventure and to give back.  <br>  <br> There are <em>many</em> <em>others </em>like Chris – those who’ve found ways to opt out of traditional employment and create the time and income to pursue what they find meaningful.  Sometimes, achieving that perfect blend of passion and income doesn’t depend on shelving what you currently do.  You can start small with your venture, committing little time or money, and wait to take the real plunge when you're sure it's successful. <br>  <br> In preparing to write this book, Chris identified 1,500 individuals who have built businesses earning $50,000 or more from a modest investment (in many cases, $100 or less), and from that group he’s chosen to focus on the 50 most intriguing case studies.  In nearly all cases, people with no special skills discovered aspects of their personal passions that could be monetized, and were able to restructure their lives in ways that gave them greater freedom and fulfillment.<br>  <br> Here, finally, distilled into one easy-to-use guide, are the most valuable lessons from those who’ve learned how to turn what they do into a gateway to self-fulfillment.  It’s all about finding the intersection between your “expertise” – even if you don’t consider it such -- and what other people will pay for.  You don’t need an MBA, a business plan or even employees.  All you need is a product or service that springs from what you love to do anyway, people willing to pay, and a way to get paid.<br>  <br> Not content to talk in generalities, Chris tells you exactly how many dollars his group of unexpected entrepreneurs required to get their projects up and running; what these individuals did in the first weeks and months to generate significant cash; some of the key mistakes they made along the way, and the crucial insights that made the business stick.  Among Chris’s key principles: if you’re good at one thing, you’re probably good at something else; never teach a man to fish – <em>sell</em> him the fish instead; and in the battle between planning and action, action wins. <br>  <br> In ancient times, people who were dissatisfied with their lives dreamed of finding magic lamps, buried treasure, or streets paved with gold.  Today, we know that it’s up to us to change our lives.  And the best part is, if we change our <em>own</em> life, we can help others change <em>theirs.</em>  This remarkable book will start you on your way.","#<Hashie::Mash best_book_id=12605157 books_count=18 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-50 id=17620461 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=1 original_publication_year=2012 original_title=nil rating_dist=""5:4843|4:5365|3:3868|2:1153|1:515|total:15744"" ratings_count=15744 ratings_sum=60100 reviews_count=48215 text_reviews_count=744>",268,Hardcover,http://www.goodreads.com/book/show/12605157-the-100-startup,http://www.goodreads.com/book/show/12605157-the-100-startup,,
